Business Name,Contact Person,Phone Number,Location,Google Rating,Review Count,Profile Claimed?,Google Maps URL,Lead Score,Priority,Social Presence,Web Search Verification,Source
The Red Fox,,+966 56 776 9941,3150 7991 Darwish Kayyal,4.4,773,Unknown,https://www.google.com/maps/place/The+Red+Fox/data=!4m7!3m6!1s0x15c3db4dbffe5f5d:0xf342bb7da27d6d93!8m2!3d21.5662814!4d39.1534622!16s%2Fg%2F11q3ckh1n0!19sChIJXV_-v03bwxURk219on27QvM?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Medrainus Catering & Hospitality | ميدرينيويس للضيافة والمناسبات,,+966 50 844 7333,"Business Center, Prince Saud Al Faisal، Al Zayd",4.3,596,Unknown,https://www.google.com/maps/place/Medrainus+Catering+%26+Hospitality+%7C+%D9%85%D9%8A%D8%AF%D8%B1%D9%8A%D9%86%D9%8A%D9%88%D9%8A%D8%B3+%D9%84%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D9%88%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x15c3daaffaed8533:0x63124dffa25185c3!8m2!3d21.5592568!4d39.1443674!16s%2Fg%2F11gbnhh4gr!19sChIJM4Xt-q_awxURw4VRov9NEmM?authuser=0&hl=en&rclk=1,68,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
SEERA - Indian Cuisine,,+966 53 509 0965,REZA6136,3.9,1451,Unknown,https://www.google.com/maps/place/SEERA+-+Indian+Cuisine/data=!4m7!3m6!1s0x3e2f05ae2009fdd3:0xaf89837557247602!8m2!3d24.6799665!4d46.7315431!16s%2Fg%2F11k3zf5h2_!19sChIJ0_0JIK4FLz4RAnYkV3WDia8?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Cafe Naseem,,+971 6 714 5582,Sheikh Humaid Bin Rashid Al Nuaimi Al Nakheel district,4.2,43,Unknown,https://www.google.com/maps/place/Cafe+Naseem/data=!4m7!3m6!1s0x3e5f57741c876485:0xcd37f9a2d5ca4e7d!8m2!3d25.4227837!4d55.4421863!16s%2Fg%2F11clwjdkrv!19sChIJhWSHHHRXXz4RfU7K1aL5N80?authuser=0&hl=en&rclk=1,58,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Cusina Restaurant Jeddah,,+966 55 666 8023,"إبداع المنسوجات, Al Makarunah Rd",4.4,89,Unknown,https://www.google.com/maps/place/Cusina+Restaurant+Jeddah/data=!4m7!3m6!1s0x15c3d13626bf3339:0x12be934306072f81!8m2!3d21.5757875!4d39.1894531!16s%2Fg%2F11wvmy2x6z!19sChIJOTO_JjbRwxURgS8HBkOTvhI?authuser=0&hl=en&rclk=1,58,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Madang,,+971 2 575 8185,,0.0,0,Unknown,,43,Warm,social_media,no matching own-domain result in top results (checked 2x),OpenStreetMap
Massimo's Italian Restaurant,,+971 4 432 4284,B& Park Island دبي,0.0,0,Unknown,,43,Warm,social_media,no matching own-domain result in top results (checked 2x),OpenStreetMap
AJMAN UAE,,+971 58 214 3227,Al-Khor Towers,4.3,20,Unknown,https://www.google.com/maps/place/Al+Najah+Restaurant+And+Cafeteria+%28OLD+MILANO%29Ajman+UAE/data=!4m7!3m6!1s0x3e5f577246e99143:0x85c536ee7328b3c9!8m2!3d25.4066282!4d55.4353855!16s%2Fg%2F11vm4ngcgs!19sChIJQ5HpRnJXXz4RybMoc-42xYU?authuser=0&hl=en&rclk=1,43,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Frankie's,,+971 2 654 3238,أبو ظبي,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
BiancoRosso,,+971 2 658 4244,,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
HanKang,,+971 50 424 7720,Khalifa bin Shakhbout Street أبو ظبي,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Rock Bottom Cafe,,+97126787700,Al Meena Street,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Hankook Korean Restaurant,,+971 2 6423399,Hazaa Bin Zayed The First Street,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Olive Branch,,+1 971 2 6595436,,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Bait El Khetyar,,026333200,,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Lila Cafe,,+971 4 4543064,TECOM SECTION C دبي,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Hey Pesto,,04-4257982,Building 1 Emaar Square دبي,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Bhavna,,+971 4 353 0707,28 25C Street دبي,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Il Porto Italian Restaurant & Sushi Bar,,+973 2 635 9957,أبو ظبي,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Ahl Almandi,,042574448,,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Sofra bld,,+971 2 509 8888,أبو ظبي,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Murad Zahi Restaurant,,+971 7 2331160,P.O. Box: 3005 Ras al Khaimah,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Shikara Restaurant,,+966112305333,طريق الملك فهد,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
La Piazza,,+966114543300,Riyadh,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Koreana,,+966126604769,,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Royal Plaza,,+966126709205,,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
China Villa,,+966535593951;+966112419099;+966544719777,,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Al Shami Home,,+974 44501117,Salwa Road Doha,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Asia Live!,,+974 4429 8472,,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Casa Paco,,+974 5573 6839,Porto Arabia Drive,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Belgium Café,,+974 4484 4919,"Street 900, Bldg. No. 25, Zone 61, Doha, Qatar Doha",0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Taj Rasoi,,+974 4429 8470,,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Corniche,,+974 4429 8404,,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
